order_id,customer_id,order_date,product_category,quantity,revenue,discount,cost_of_goods,shipping_cost,delivery_region_cost,payment_processing_fee,order_status,refund_amount,net_revenue,gross_margin
3776,542,14-05-2022,Grocery,1,387.66,25.59,278.51,121.8,31.36,11.03,Completed,0,362.07,-38.24
3777,542,24-05-2022,Electronics,1,2609.05,240.55,1538.89,64.27,16.58,71.3,Completed,0,2368.5,765.34
3778,542,11-06-2022,Fashion,4,6116.51,718.08,2467.5,90.85,26.99,124.57,Completed,0,5398.43,2840.08
3779,542,27-06-2022,Fashion,2,1919.55,317.49,955.29,112.99,24.95,39.71,Completed,0,1602.06,533.78
3780,542,12-07-2022,Grocery,3,1290.57,203.26,917.02,118.09,25.38,32.6,Completed,0,1087.31,52.2
3781,542,24-07-2022,Grocery,1,1037.24,109.22,626.32,60.62,13.32,27.43,Completed,0,928.02,241.08
3782,542,03-10-2022,Electronics,3,2437.96,162.12,1696.77,122.47,40.37,56.76,Completed,0,2275.84,456.6
3783,542,14-11-2022,Fashion,1,2182.93,338.79,793.73,82.22,28.77,45.08,Completed,0,1844.14,968.19
3784,542,16-12-2022,Home,3,2527.73,444.63,1346.72,101.49,32.37,67.09,Completed,0,2083.1,634.89
3785,542,14-02-2023,Beauty,2,1241.14,184.19,554.98,127.08,48.78,27.9,Completed,0,1056.95,374.89
3786,542,10-03-2023,Fashion,3,3831.33,206.89,1399.41,82.85,30.19,81.3,Returned,3624.44,0,-1482.26
3787,542,09-04-2023,Home,1,3075.79,178.09,1344.84,64.79,15.21,81.44,Completed,0,2897.7,1488.07
3788,542,16-04-2023,Electronics,1,2544.2,169.95,1632.8,78.46,18.39,51.81,Completed,0,2374.25,662.99
3789,542,02-05-2023,Grocery,2,701.17,85.75,487.2,96.41,32.64,16.71,Completed,0,615.42,31.81
3790,542,09-05-2023,Electronics,1,1244.41,188.28,853.69,115.29,43.86,28.89,Completed,0,1056.13,87.15
3791,543,26-01-2021,Electronics,2,1146.72,401.93,729.82,141.05,34.1,32.8,Completed,0,744.79,-126.08
3792,543,22-04-2021,Grocery,2,1488.2,332.61,1017.34,75.02,26.12,34.44,Cancelled,0,1155.59,63.23
3793,543,29-07-2021,Home,2,662.21,97.68,347.72,131.66,46.82,17.17,Completed,0,564.53,85.15
3794,543,26-10-2021,Grocery,2,937.83,185.32,620.78,106.56,32.44,22.24,Completed,0,752.51,25.17
3795,544,12-01-2021,Home,1,1672.68,162.58,797.45,79.98,17.86,49.47,Completed,0,1510.1,632.67
3796,544,21-02-2021,Electronics,5,1707.39,103.13,997.19,127.47,27.98,39.5,Completed,0,1604.26,479.6
3797,544,01-03-2021,Fashion,2,512.53,51.77,216.67,106.21,23.84,13.22,Completed,0,460.76,137.88
3798,544,06-03-2021,Electronics,1,2602.74,248.56,1431.63,106.7,33.06,57.66,Completed,0,2354.18,815.85
3799,544,21-03-2021,Electronics,3,1612.32,114.64,935.6,73.26,21.98,43.46,Cancelled,0,1497.68,488.82
3800,544,26-03-2021,Fashion,2,584.6,99.91,220.45,125.91,36.82,16.23,Completed,0,484.69,138.33
3801,544,20-04-2021,Home,1,943.45,163.41,466.98,86.92,18.76,27.88,Completed,0,780.04,226.14
3802,544,30-04-2021,Electronics,3,1873.21,113.52,1276.48,68.24,13.92,41.42,Returned,1759.69,0,-1344.72
3803,544,11-05-2021,Electronics,3,1140.2,146.17,735.45,89.57,24.87,23.56,Completed,0,994.03,169.01
3804,544,11-06-2021,Home,1,845.64,59.28,396.13,99.84,20.36,19.45,Completed,0,786.36,290.39
3805,544,16-06-2021,Fashion,1,1034.39,74.17,424.21,61.93,21.53,23.07,Returned,960.22,0,-486.14
3806,544,22-06-2021,Beauty,2,1316.91,96,540.44,80.97,19.74,31.41,Cancelled,0,1220.91,599.5
3807,544,18-07-2021,Beauty,1,3063.61,244.48,1308.75,69.23,14.66,80.81,Completed,0,2819.13,1441.15
3808,544,21-08-2021,Electronics,1,1343.98,87.36,756.94,105.52,40.65,37.32,Completed,0,1256.62,394.16
3809,544,08-09-2021,Grocery,1,824.89,87.77,516.78,61.93,15.26,17.88,Completed,0,737.12,158.41
3810,544,24-10-2021,Beauty,2,3423.45,590.89,1610.07,127.79,31.53,95.07,Completed,0,2832.56,1094.7
3811,544,06-11-2021,Beauty,2,1249.27,177.4,601.55,95.3,33.68,34.6,Completed,0,1071.87,375.02
3812,544,22-01-2022,Fashion,2,746.61,104.67,264.2,113.93,24.79,19.5,Completed,0,641.94,263.81
3813,544,26-01-2022,Grocery,1,3086.09,272.5,1913.35,90.35,20.83,73.36,Completed,0,2813.59,809.89
3814,544,29-01-2022,Fashion,1,1277.04,123.11,599.38,117.33,44.96,34.42,Completed,0,1153.93,437.22
3815,544,11-02-2022,Beauty,2,2624.62,392.64,1177.13,67.52,18.74,69.4,Completed,0,2231.98,987.33
3816,544,18-02-2022,Grocery,3,13883.28,1600.74,9593.07,72.87,24.84,339.08,Completed,0,12282.54,2616.6
3817,544,26-03-2022,Fashion,1,3676.45,483.09,1396.95,77.42,25.31,75.07,Completed,0,3193.36,1718.99
3818,544,29-03-2022,Home,2,1701.34,236.32,799.7,94.24,26.99,50.5,Returned,1465.02,0,-893.94
3819,544,12-04-2022,Fashion,1,2025.06,204.94,873.82,103.35,41.32,54.04,Completed,0,1820.12,842.95
3820,544,10-05-2022,Fashion,2,2139.21,376.93,824.52,95.46,20.98,52.93,Cancelled,0,1762.28,842.3
3821,544,19-05-2022,Electronics,2,1984.72,171.68,1149.96,96.23,21.53,42.26,Completed,0,1813.04,566.85
3822,544,28-06-2022,Fashion,2,3242.62,238.98,1542.35,125.16,49.54,97.08,Completed,0,3003.64,1336.13
3823,544,29-08-2022,Grocery,4,793.14,99.38,565.87,111.37,39.85,16.57,Completed,0,693.76,16.52
3824,544,01-09-2022,Fashion,3,1009.9,124.52,484,81.13,29.63,26.9,Completed,0,885.38,320.25
3825,544,13-09-2022,Electronics,1,596.36,42.52,346.91,77.05,22.84,13.24,Completed,0,553.84,129.88
3826,544,28-09-2022,Beauty,1,1045.83,151.33,476.61,88.62,24.5,29.31,Completed,0,894.5,329.27
3827,544,01-10-2022,Grocery,2,1119.51,175.76,761.83,76.95,20.8,30.09,Cancelled,0,943.75,104.97
3828,544,23-10-2022,Electronics,2,9215.91,1613.71,6089.04,62.45,24.94,218.23,Completed,0,7602.2,1450.71
3829,544,22-11-2022,Grocery,1,3045.45,534.78,1839.1,94.47,29.57,89.74,Completed,0,2510.67,577.1
3830,544,09-12-2022,Fashion,1,4678.18,523.49,2164.47,79.6,30.73,108.5,Completed,0,4154.69,1910.62
3831,544,12-12-2022,Fashion,1,2191.82,384.45,838.49,87.78,21.48,56.02,Completed,0,1807.37,881.1
3832,544,17-12-2022,Grocery,1,2033.37,112.24,1354.92,66.36,21.98,49.6,Completed,0,1921.13,499.85
3833,544,29-12-2022,Home,2,3033.97,217.54,1511.65,116.48,41.86,79.16,Returned,2816.43,0,-1628.13
3834,544,05-02-2023,Beauty,3,1528.27,236.88,785.87,125.54,30.72,33.04,Completed,0,1291.39,379.98
3835,544,12-02-2023,Beauty,3,1417.85,202.89,616.06,106.08,38.55,35.19,Completed,0,1214.96,492.82
3836,544,15-02-2023,Fashion,1,4835.99,440.56,2317.96,123.67,36.37,98.51,Completed,0,4395.43,1953.8
3837,544,21-04-2023,Fashion,1,1226.43,151.71,500.86,113.55,28.61,35.1,Completed,0,1074.72,460.31
3838,544,07-05-2023,Home,2,1510.77,251.39,652.67,104.5,33.81,33.48,Completed,0,1259.38,502.21
3839,544,20-05-2023,Beauty,2,488.12,40.07,249.44,127.42,42.58,13.84,Completed,0,448.05,71.19
3840,544,28-06-2023,Electronics,1,1047.18,114.88,617.8,78.18,20.33,21.16,Completed,0,932.3,236.32
3841,544,13-07-2023,Grocery,1,763.29,104.72,465.38,78.78,21.44,15.49,Completed,0,658.57,114.41
3842,544,27-07-2023,Fashion,4,1144.82,140.24,553.92,61.92,16.29,28.49,Completed,0,1004.58,388.74
3843,544,16-08-2023,Fashion,1,1312.48,175.08,545.54,112.79,42.9,34.33,Completed,0,1137.4,479.07
3844,544,07-09-2023,Home,3,439.68,72.42,226.46,98.8,28.26,12.27,Completed,0,367.26,42
3845,545,11-01-2021,Electronics,1,838.34,298.45,473.33,124.31,29.14,23.46,Completed,0,539.89,-57.75
3846,545,31-01-2021,Beauty,1,2244,668.49,983.38,125.5,44.69,63.62,Returned,1575.51,0,-1108.88
3847,545,13-03-2021,Electronics,2,7159.42,1807.75,4621.37,62.69,16.33,186.5,Completed,0,5351.67,667.61
3848,545,30-03-2021,Fashion,2,797.03,271.87,384.53,98.73,22.28,16.13,Completed,0,525.16,41.9
3849,545,08-04-2021,Beauty,1,1930.49,298.26,958.96,125.8,39.64,56.59,Completed,0,1632.23,547.47
3850,545,10-05-2021,Home,1,2195.34,739.83,1253.16,101.76,24.81,49.37,Completed,0,1455.51,100.59
3851,545,20-05-2021,Beauty,1,7048.82,976.97,3380.86,75.88,28.69,197.88,Completed,0,6071.85,2615.11
3852,545,26-05-2021,Home,1,1099.68,163.85,536.29,125.87,42.24,32.14,Completed,0,935.83,273.67
3853,545,31-05-2021,Grocery,1,6414.67,1974.44,4597.42,74.76,22.07,138.07,Completed,0,4440.23,-231.95
3854,545,05-06-2021,Fashion,3,4068.66,1382.12,1658.7,66.43,21.53,104.13,Completed,0,2686.54,961.41
3855,545,25-06-2021,Fashion,2,1867.45,446.51,686.18,63.48,25.04,42.72,Completed,0,1420.94,671.28
3856,545,29-06-2021,Fashion,1,3135.16,927.07,1340.32,121.57,38.55,84.52,Completed,0,2208.09,746.2
3857,545,20-08-2021,Beauty,2,1057.7,306.84,507.19,122.49,33.97,22.58,Completed,0,750.86,121.18
3858,545,03-09-2021,Electronics,2,3789.71,1245.3,2271.51,109.83,41.45,81.12,Completed,0,2544.41,163.07
3859,545,22-09-2021,Fashion,2,1313.96,361.86,524.65,122.41,30.68,30.25,Completed,0,952.1,305.04
3860,545,13-10-2021,Fashion,2,3865.54,1443.78,1722.41,89.8,33.41,78.04,Completed,0,2421.76,609.55
3861,545,23-10-2021,Beauty,4,6294.36,2314.44,3255.93,76.36,15.57,173.92,Completed,0,3979.92,647.63
3862,545,12-12-2021,Beauty,1,5538.63,1643.31,2802.38,103.99,35.82,144.5,Completed,0,3895.32,988.95
3863,545,16-12-2021,Home,2,3402.17,1163.2,1693.11,106.2,25.76,79.31,Completed,0,2238.97,439.66
3864,545,19-12-2021,Fashion,1,2124.82,547.57,771.69,99.14,22.17,63.64,Completed,0,1577.25,706.42
3865,545,25-12-2021,Beauty,2,3163.94,1022.27,1502.33,65.36,14.52,64.71,Completed,0,2141.67,573.98
3866,545,30-12-2021,Beauty,1,3886.97,494.81,1799.9,72.89,19.26,82.64,Completed,0,3392.16,1519.37
3867,545,18-01-2022,Home,1,584.71,148.4,298.9,90.33,20.77,11.95,Completed,0,436.31,47.08
3868,545,07-02-2022,Fashion,4,2736.56,345.63,1093.84,99.13,32.51,61.23,Completed,0,2390.93,1197.96
3869,545,15-02-2022,Home,1,3329.42,494.42,1412.78,61.42,17.94,70.76,Completed,0,2835,1360.8
3870,545,03-03-2022,Home,1,606.14,149.9,259.55,129.5,30.55,13.34,Completed,0,456.24,67.19
3871,545,26-03-2022,Electronics,1,1680.97,469.33,1160.81,108.84,40.37,40.29,Completed,0,1211.64,-58.01
3872,545,06-04-2022,Electronics,4,3195.16,966.86,2015.75,121.13,45.75,68.91,Completed,0,2228.3,91.42
3873,545,02-05-2022,Fashion,1,3226.5,1212.2,1376.01,93.66,31.52,94.5,Cancelled,0,2014.3,544.63
3874,545,09-05-2022,Beauty,2,5299.41,711.18,2751.71,117.04,41.34,107.48,Completed,0,4588.23,1719.48
3875,545,23-05-2022,Electronics,2,1875.1,305.64,1174.58,76.75,25.79,54.1,Completed,0,1569.46,318.13
3876,545,29-05-2022,Beauty,1,5473.79,762.5,2516.12,98.35,37.02,135.79,Completed,0,4711.29,2096.82
3877,545,05-07-2022,Beauty,3,1641.62,251,699.9,127.58,32.28,37.35,Completed,0,1390.62,563.14
3878,545,31-07-2022,Fashion,1,2460.87,556.89,894.22,115.84,26.78,66.14,Completed,0,1903.98,893.92
3879,545,16-08-2022,Beauty,4,1096.37,297.23,418.54,113.67,26.99,24.54,Completed,0,799.14,266.93
3880,545,21-08-2022,Home,1,631.73,223.57,344.36,75.18,17.31,18.02,Completed,0,408.16,-11.38
3881,545,12-10-2022,Home,1,1895.67,337.24,846.88,63.75,17.41,48.43,Completed,0,1558.43,647.8
3882,545,20-10-2022,Beauty,2,1887.99,636.06,955.05,112.67,22.9,41.98,Completed,0,1251.93,184.21
3883,545,25-10-2022,Home,1,1629.34,420.21,772.19,91.32,34.65,47.25,Completed,0,1209.13,345.62
3884,545,21-11-2022,Grocery,1,2854.92,905.01,1853,62.62,16.96,80.97,Completed,0,1949.91,34.29
3885,545,19-12-2022,Beauty,2,2643.16,810.13,1248.96,99.08,39.06,69.43,Completed,0,1833.03,484.99
3886,545,23-12-2022,Electronics,1,3726.38,1065,2127.52,126.37,43.66,93.43,Completed,0,2661.38,407.49
3887,545,06-02-2023,Beauty,3,816.04,278.02,419.71,101.63,32.11,22.63,Returned,538.02,0,-521.34
3888,545,15-02-2023,Electronics,4,3691.73,996.4,2477.05,67,22.65,87.63,Completed,0,2695.33,151.28
3889,545,08-03-2023,Beauty,2,1295.85,311,672.95,85.7,21.63,28.94,Completed,0,984.85,226.2
3890,546,22-01-2021,Electronics,1,1044.03,332.52,678.79,60.57,16.27,25.53,Completed,0,711.51,-27.85
3891,547,19-01-2021,Beauty,2,342.99,124.4,131.93,107.38,32.25,9.03,Returned,218.59,0,-239.31
3892,548,07-01-2021,Fashion,1,300.01,40.5,105.77,105.32,36.8,8.35,Completed,0,259.51,48.42
3893,549,10-01-2021,Beauty,4,453.99,19.52,179.49,98.1,23.12,13.15,Completed,0,434.47,156.88
3894,549,17-03-2021,Home,1,3925.95,384.35,2173.07,111.68,27.19,91.88,Completed,0,3541.6,1256.85
3895,551,22-01-2021,Grocery,1,549.83,21.17,340.32,62.72,15.06,13.6,Completed,0,528.66,125.62
3896,551,08-04-2021,Beauty,4,2306.35,110.01,1080.03,77.23,28.68,48.69,Completed,0,2196.34,1039.08
3897,551,17-08-2021,Grocery,1,360.82,1.84,243.74,121.08,27.92,9.46,Completed,0,358.98,-5.84
3898,552,15-02-2021,Electronics,1,1164.26,83.59,793.86,126.86,31.44,29.49,Completed,0,1080.67,159.95
3899,552,11-03-2021,Fashion,3,368.31,32.04,156.86,112.28,29.77,11.03,Completed,0,336.27,67.13
3900,552,07-04-2021,Electronics,2,950.03,67.36,578.75,63.51,15.31,21.45,Completed,0,882.67,240.41
3901,552,23-05-2021,Home,3,1101.19,141.94,479.49,98.07,32.61,29.34,Returned,959.25,0,-577.56
3902,552,10-08-2021,Home,1,642.78,87.23,280.02,125.29,28.37,14.14,Completed,0,555.55,150.24
3903,552,31-08-2021,Fashion,1,476.25,35.77,171.88,87.41,19.97,11.75,Completed,0,440.48,181.19
3904,553,20-02-2021,Beauty,4,780.12,166.79,341.65,100.43,25.14,17.79,Completed,0,613.33,171.25
3905,554,15-01-2021,Electronics,1,315.81,27.25,212.1,95.12,29.49,7.82,Completed,0,288.56,-18.66
3906,554,05-02-2021,Grocery,1,661.13,48.92,458.97,120.87,34.79,16.97,Completed,0,612.21,32.37
3907,554,28-03-2021,Grocery,3,535.91,59.06,362.35,121.34,28.62,12.08,Returned,476.85,0,-483.69
3908,554,17-06-2021,Fashion,1,854.21,39.64,333.52,110.97,43.76,23.49,Completed,0,814.57,370.08
3909,554,28-06-2021,Electronics,5,261.79,12.67,175.36,109.61,39.64,5.32,Returned,249.12,0,-284.97
3910,555,13-01-2021,Fashion,1,1201.01,112.05,512.1,113.81,45.2,30.32,Completed,0,1088.96,463.05
3911,555,16-02-2021,Fashion,2,798.8,56.79,342.64,71.77,21.06,16.55,Completed,0,742.01,327.6
3912,555,04-03-2021,Fashion,1,405.92,32.15,177.18,105.83,39.73,9.98,Completed,0,373.77,90.76
3913,555,05-04-2021,Home,5,1606.61,95.91,760.53,61.54,18.93,44.88,Completed,0,1510.7,688.63
3914,555,17-06-2021,Fashion,3,361.64,31.64,173.97,66.61,18.1,9.13,Completed,0,330,89.42
3915,555,02-08-2021,Beauty,2,1073.79,6.55,419.29,67.87,15.27,29.31,Completed,0,1067.24,580.08
3916,556,13-01-2021,Home,1,1145.03,413.58,614.96,190.89,65.14,27.13,Returned,731.45,0,-805.85
3917,556,23-06-2021,Home,1,1129.99,204.42,513.56,172.75,38.23,31.36,Completed,0,925.57,239.26
3918,557,17-01-2021,Beauty,2,5468.82,702.74,2498.12,115.89,45.73,149.56,Completed,0,4766.08,2152.07
3919,557,28-01-2021,Fashion,1,532.16,79.61,233.33,92.68,23.6,14.49,Completed,0,452.55,126.54
3920,557,23-03-2021,Beauty,3,536.29,80.07,236.41,96.6,37.28,10.8,Completed,0,456.22,123.21
3921,557,23-05-2021,Home,3,653.54,100.12,339.21,75.7,23.18,18.14,Completed,0,553.42,138.51
3922,558,02-02-2021,Electronics,4,6681.22,1634.89,4161.31,118.59,36.41,169.81,Completed,0,5046.33,766.43
3923,558,10-02-2021,Fashion,1,2376.72,414.02,848.68,146.18,45.71,56.25,Completed,0,1962.7,967.84
3924,558,21-02-2021,Fashion,5,797.72,175.82,396.42,103.54,29.55,23.64,Completed,0,621.9,121.94
3925,558,01-04-2021,Fashion,2,3292.09,425.01,1459.65,130.83,43.18,78.86,Completed,0,2867.08,1276.6
3926,558,06-04-2021,Home,1,652.97,95.14,372.16,143.01,44.47,14.06,Completed,0,557.83,42.66
3927,558,07-05-2021,Fashion,2,5508.72,890.76,2358.04,99.26,32.67,136.43,Completed,0,4617.96,2160.66
3928,558,27-05-2021,Beauty,5,1018.92,151.82,470.54,98.55,36.21,23.73,Completed,0,867.1,298.01
3929,558,30-05-2021,Fashion,3,2083.9,191.93,785.42,116.33,28,60.48,Completed,0,1891.97,990.22
3930,558,01-07-2021,Home,1,987.71,84.65,475.78,109.73,30.93,20.31,Completed,0,903.06,317.55
3931,558,04-07-2021,Fashion,1,1114.45,159.59,429.98,97.61,23.77,24.1,Completed,0,954.86,427.27
3932,558,17-07-2021,Home,1,1312.51,290.2,673.94,70.31,23.13,36.11,Returned,1022.31,0,-744.25
3933,558,23-07-2021,Beauty,1,1225.09,231.91,504.86,95.28,35.29,35.97,Returned,993.18,0,-600.14
3934,558,23-08-2021,Electronics,2,3113.14,607.06,1774.86,142.49,44.11,78.68,Completed,0,2506.08,588.73
3935,558,29-08-2021,Grocery,3,1974.49,372.59,1221.57,114.76,36.25,51.28,Completed,0,1601.9,265.57
3936,558,18-09-2021,Electronics,2,872.75,205.62,523.52,125.34,47.62,25.96,Completed,0,667.13,18.27
3937,558,21-09-2021,Fashion,5,1123.26,93.34,463.44,92.33,30.46,24.05,Completed,0,1029.92,474.15
3938,558,02-10-2021,Fashion,1,1232.12,175.21,493.13,94.23,26.27,36.24,Returned,1056.91,0,-587.36
3939,559,14-01-2021,Electronics,1,488.63,110.58,330.05,129.24,38.58,10.95,Completed,0,378.05,-81.24
3940,559,28-05-2021,Home,1,1425.72,199.32,648.47,134.14,29.23,30.86,Completed,0,1226.4,443.79
3941,559,07-07-2021,Fashion,2,991.91,375.93,437.56,121.39,27.92,28.42,Completed,0,615.98,57.03
3942,562,17-01-2021,Beauty,3,632.57,219.88,304.5,106.35,34.31,12.86,Completed,0,412.69,1.84
3943,562,26-01-2021,Electronics,2,656.48,114.82,434.13,86.06,25.68,15.67,Completed,0,541.66,21.47
3944,563,06-01-2021,Home,1,381.81,132.07,217.06,73.79,16.01,11.3,Completed,0,249.74,-41.11
3945,564,20-01-2021,Home,1,538.09,42.94,250.34,139.73,41.4,14.44,Completed,0,495.15,105.08
3946,564,09-02-2021,Beauty,2,572.09,37.01,229.41,147.05,38.34,16.06,Completed,0,535.08,158.62
3947,564,22-02-2021,Grocery,2,1773.08,110.82,1093.08,83.08,20.67,53,Completed,0,1662.26,486.1
3948,564,14-03-2021,Grocery,1,787.74,127.54,518.33,138.51,44.39,21.91,Completed,0,660.2,3.36
3949,564,05-07-2021,Home,3,1330.52,122.54,611.52,140.46,34.07,39.23,Completed,0,1207.98,456
3950,564,05-08-2021,Home,1,998.89,144.04,572.02,78.64,22.83,29.87,Returned,854.85,0,-650.66
3951,564,23-08-2021,Electronics,3,713.88,88.74,410.56,145.72,56.67,21.39,Completed,0,625.14,68.86
3952,565,03-02-2021,Beauty,2,1397.63,51.01,606.02,94.02,26.67,41.27,Returned,1346.62,0,-700.04
3953,565,05-03-2021,Fashion,2,873.53,50.93,328.57,106.8,25.21,24.46,Completed,0,822.6,387.23
3954,565,15-03-2021,Beauty,1,2503.65,75.11,1185.38,109.51,40.37,72.29,Completed,0,2428.54,1133.65
3955,565,06-05-2021,Electronics,1,1269.05,17.89,866.75,109.12,37.4,26.42,Completed,0,1251.16,275.29
3956,565,20-05-2021,Electronics,2,527.88,57.7,352.7,133.62,27.61,10.71,Returned,470.18,0,-486.32
3957,565,21-07-2021,Fashion,1,1364.89,63.6,523.18,137.02,34.43,28.05,Completed,0,1301.29,641.09
3958,567,29-01-2021,Home,2,634.22,91.39,359.41,129.84,40.56,16.23,Completed,0,542.83,53.58
3959,567,11-02-2021,Fashion,1,2101.59,164.34,907.42,95.98,29.58,50.53,Completed,0,1937.25,933.85
3960,567,20-02-2021,Electronics,1,2034.3,147.08,1243.43,107.17,22.95,48.17,Completed,0,1887.22,536.62
3961,567,25-02-2021,Fashion,4,3962.75,253.62,1943.99,107.84,39.87,106.46,Cancelled,0,3709.13,1657.3
3962,567,07-03-2021,Grocery,2,1333.66,134.17,831.13,102.47,39.59,28.57,Completed,0,1199.49,265.89
3963,567,25-03-2021,Electronics,1,1237.84,161.91,809.02,71.51,22.53,26.87,Completed,0,1075.93,195.4
3964,567,02-04-2021,Home,1,2622.3,308.64,1419.35,91.34,34.43,59.88,Completed,0,2313.66,802.97
3965,567,08-04-2021,Grocery,3,913.38,122.03,632.64,136.77,33.68,20.97,Completed,0,791.35,21.94
3966,567,27-04-2021,Beauty,1,488.41,56.36,250.87,91.95,31.91,13.26,Completed,0,432.05,89.23
3967,567,09-05-2021,Beauty,2,1981.2,129.17,991.95,138.29,52.21,44.33,Completed,0,1852.03,721.79
3968,567,04-06-2021,Beauty,2,1359.55,105.5,588.92,137.04,29.64,32.15,Completed,0,1254.05,528.09
3969,567,17-06-2021,Fashion,1,3718.24,194.09,1339.71,128.88,29.62,101.11,Completed,0,3524.15,2055.56
3970,567,05-07-2021,Fashion,1,579.89,38.04,225.48,92.34,28.09,16.5,Completed,0,541.85,224.03
3971,567,06-08-2021,Electronics,1,1077.77,192.92,681.12,141.54,42.31,22.08,Completed,0,884.85,62.19
3972,567,19-08-2021,Electronics,1,2989.01,250.48,1760.05,82.34,31.24,88.12,Completed,0,2738.53,896.14
3973,567,14-09-2021,Fashion,3,1268.05,197.69,469.97,115.26,40.44,28.41,Completed,0,1070.36,485.13
3974,567,17-09-2021,Home,1,815.54,55.29,423.91,113.18,28.45,23.39,Completed,0,760.25,223.16
3975,567,30-09-2021,Electronics,2,2376.28,155.88,1651.79,145.81,36.89,54.77,Completed,0,2220.4,422.8
3976,567,24-10-2021,Fashion,5,2437.75,405.89,1032.5,149.96,34.26,61.63,Completed,0,2031.86,849.4
3977,567,24-11-2021,Beauty,1,7936.81,1421.48,3815.92,108.59,42.23,198.94,Completed,0,6515.33,2590.82
3978,567,05-01-2022,Beauty,4,1177.86,143.82,610.02,75.67,23.84,28.63,Completed,0,1034.04,348.35
3979,567,29-01-2022,Fashion,3,5907.45,779.19,2738.08,99.08,22.71,133.79,Completed,0,5128.26,2291.1
3980,567,11-02-2022,Beauty,4,3918.33,695.9,1751.27,107.41,21.83,100,Completed,0,3222.43,1363.75
3981,567,22-02-2022,Beauty,4,2432.95,334.29,1045.37,109.5,24.24,71.49,Completed,0,2098.66,943.79
3982,567,17-03-2022,Home,1,1550.38,148.84,798.45,97.42,22.73,44.38,Completed,0,1401.54,505.67
3983,567,23-03-2022,Grocery,1,3293.86,493.42,2045.72,130.2,30.67,79.29,Completed,0,2800.44,624.52
3984,567,11-04-2022,Beauty,3,3987.57,422.28,1729.54,99.59,34.5,103.43,Completed,0,3565.29,1736.16
3985,567,15-05-2022,Home,2,1351.53,160.97,666.79,77.25,15.86,30.54,Completed,0,1190.56,446.52
3986,567,08-07-2022,Electronics,1,4759.03,268.41,2929.45,89.81,29.97,106.98,Completed,0,4490.62,1471.36
3987,567,24-07-2022,Electronics,2,2067.19,323.31,1207.49,129.32,39.04,52.6,Returned,1743.88,0,-1336.81
3988,567,16-08-2022,Fashion,2,4155.19,740.87,1642.12,134.83,31.13,104.84,Cancelled,0,3414.32,1637.37
3989,567,23-08-2022,Electronics,2,3120.23,380.04,1996.13,125.1,28.79,73.22,Completed,0,2740.19,618.96
3990,567,01-09-2022,Fashion,3,6171.68,589.4,2870.24,92.08,36.21,154.22,Completed,0,5582.28,2619.96
3991,567,17-09-2022,Beauty,1,3981.62,573.35,1879.17,135.35,36.02,92.74,Completed,0,3408.27,1393.75
3992,567,29-09-2022,Electronics,1,6372.94,439.73,3857.88,148.37,41.79,150.82,Completed,0,5933.21,1926.96
3993,567,04-10-2022,Home,3,1443.26,227.17,789.77,136.13,39.3,36.1,Completed,0,1216.09,290.19
3994,567,08-10-2022,Fashion,1,790.29,91.59,336.53,131.05,36.82,19.55,Completed,0,698.7,231.12
3995,567,20-10-2022,Home,1,1111.26,79.01,629.46,125.48,42.96,25.62,Returned,1032.25,0,-754.94
3996,567,29-10-2022,Electronics,3,2770,452.62,1889.99,76.03,21.18,75.32,Completed,0,2317.38,351.36
3997,568,26-01-2021,Home,1,824.45,56.72,395.32,75.63,15.84,18.89,Completed,0,767.73,296.78
3998,568,17-04-2021,Beauty,3,982.04,89.37,506.96,84.93,24.54,21.51,Returned,892.67,0,-591.89
3999,569,07-01-2021,Home,2,589.6,24.88,321.77,77.29,27.05,13.16,Completed,0,564.72,165.66
4000,569,16-01-2021,Home,1,261.86,27.39,113.87,99.47,23.33,7.47,Completed,0,234.47,21.13
4001,569,27-01-2021,Electronics,4,194.73,0.51,128.87,128.45,37.17,5.43,Completed,0,194.22,-63.1
4002,569,22-02-2021,Grocery,2,367.12,18.54,252.99,88.64,27.14,9.43,Completed,0,348.58,6.95
4003,569,11-04-2021,Grocery,1,613.29,27.6,397.69,70.08,22.22,17.61,Completed,0,585.69,117.92
4004,569,27-05-2021,Grocery,2,1044.77,6.9,652.09,123.21,43.2,27.92,Completed,0,1037.87,262.57
4005,569,22-07-2021,Electronics,4,311.61,32.19,201.43,84.9,30.28,7.44,Returned,279.42,0,-286.33
4006,570,31-01-2021,Beauty,2,196.45,63.12,76.4,84.06,24.08,5.65,Completed,0,133.33,-27.13
4007,570,16-03-2021,Electronics,4,428.33,128.97,266.29,72.49,26.01,11.64,Completed,0,299.36,-39.42
4008,570,06-05-2021,Home,3,854.65,297.67,462.21,98.36,23.12,19.49,Completed,0,556.98,-3.59
4009,571,14-01-2021,Fashion,1,503.24,156.16,215.31,110.16,25.26,11.32,Completed,0,347.08,21.61
4010,571,25-01-2021,Beauty,1,1816.15,575.54,790.7,116.45,32.67,54.32,Completed,0,1240.61,333.46
4011,571,19-04-2021,Beauty,1,1462.01,265.21,720.4,126.97,50.62,29.47,Completed,0,1196.8,349.43
4012,572,20-01-2021,Home,1,824.14,202.82,426.99,127.42,50.82,21.19,Completed,0,621.32,66.91
