customer_id,signup_date,acquisition_channel,acquisition_month,acquisition_campaign_id,region,device_type,first_order_date,customer_status,date_of_birth,gender
10254,2021-06-16,Organic,Jun-21,CAMP_00022,North,Web,2021-06-19,Active,1976-03-25,M
10255,2021-06-28,Referral,Jun-21,CAMP_00023,Tier2,Web,2021-07-24,Inactive,1986-10-07,M
10256,2021-06-12,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-25,Inactive,1983-09-04,F
10257,2021-06-04,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-06,Inactive,1976-07-08,F
10258,2021-06-23,Referral,Jun-21,CAMP_00023,North,Web,,Active,1989-03-18,F
10259,2021-06-30,Referral,Jun-21,CAMP_00023,South,Mobile,2021-07-02,Inactive,1985-11-03,M
10260,2021-06-10,Referral,Jun-21,CAMP_00023,Tier2,Web,2021-06-23,Inactive,1998-06-02,M
10261,2021-06-28,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-01,Inactive,1987-02-10,F
10262,2021-06-19,Paid Ads,Jun-21,CAMP_00021,West,Web,2021-07-01,Inactive,1977-07-17,M
10263,2021-06-04,Organic,Jun-21,CAMP_00022,East,Web,2021-06-05,Active,1993-04-22,F
10264,2021-06-23,Influencer,Jun-21,CAMP_00024,Tier2,Mobile,2021-06-28,Inactive,1994-04-07,F
10265,2021-06-19,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-06-28,Inactive,1996-07-14,F
10266,2021-06-29,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-07-12,Inactive,1994-09-23,F
10267,2021-06-29,Organic,Jun-21,CAMP_00022,North,Web,2021-06-30,Inactive,1991-09-11,M
10268,2021-06-11,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-25,Inactive,1976-05-06,F
10269,2021-06-17,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-29,Active,1993-03-18,M
10270,2021-06-09,Organic,Jun-21,CAMP_00022,Tier2,Mobile,2021-06-10,Active,1980-01-13,M
10271,2021-06-27,Organic,Jun-21,CAMP_00022,East,Web,,Inactive,1994-11-17,F
10272,2021-06-04,Organic,Jun-21,CAMP_00022,North,Web,2021-06-09,Inactive,1984-05-30,F
10273,2021-06-04,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-06,Inactive,1992-07-18,F
10274,2021-06-26,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-17,Inactive,1983-11-27,F
10275,2021-06-15,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-26,Inactive,1977-02-13,M
10276,2021-06-13,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-20,Inactive,1980-02-29,F
10277,2021-06-04,Referral,Jun-21,CAMP_00023,North,Mobile,2021-06-06,Active,1986-02-08,F
10278,2021-06-10,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-13,Active,1992-03-29,F
10279,2021-06-22,Paid Ads,Jun-21,CAMP_00021,West,Web,2021-07-07,Active,1995-03-25,F
10280,2021-06-23,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-29,Inactive,2002-02-17,F
10281,2021-06-23,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-25,Inactive,1989-09-27,M
10282,2021-06-15,Organic,Jun-21,CAMP_00022,East,Mobile,,Active,1989-01-10,F
10283,2021-06-22,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-23,Inactive,1989-10-10,M
10284,2021-06-13,Influencer,Jun-21,CAMP_00024,Tier2,Web,2021-06-18,Inactive,1982-05-14,F
10285,2021-06-24,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-07-09,Inactive,1980-05-09,F
10286,2021-06-18,Referral,Jun-21,CAMP_00023,West,Mobile,2021-07-15,Inactive,1998-06-10,F
10287,2021-06-27,Paid Ads,Jun-21,CAMP_00021,West,Mobile,,Inactive,1987-11-18,Other
10288,2021-06-29,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-30,Inactive,1980-06-21,M
10289,2021-06-30,Organic,Jun-21,CAMP_00022,South,Mobile,2021-07-07,Inactive,1979-07-17,F
10290,2021-06-30,Paid Ads,Jun-21,CAMP_00021,South,Mobile,,Inactive,1980-10-18,Other
10291,2021-06-14,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-18,Inactive,1979-12-25,F
10292,2021-06-24,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-04,Inactive,1995-12-17,M
10293,2021-06-15,Paid Ads,Jun-21,CAMP_00021,West,Mobile,,Active,1990-05-18,M
10294,2021-06-05,Influencer,Jun-21,CAMP_00024,Tier2,Web,,Inactive,1978-09-01,F
10295,2021-06-18,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-19,Inactive,1993-06-10,M
10296,2021-06-14,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,,Inactive,1994-03-03,M
10297,2021-06-24,Paid Ads,Jun-21,CAMP_00021,North,Mobile,,Inactive,1974-08-08,M
10298,2021-06-10,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-12,Inactive,1977-04-19,F
10299,2021-06-22,Referral,Jun-21,CAMP_00023,South,Mobile,2021-06-26,Inactive,1982-01-27,F
10300,2021-06-01,Influencer,Jun-21,CAMP_00024,North,Mobile,2021-06-09,Inactive,1995-02-17,F
10301,2021-06-13,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-15,Inactive,1986-11-26,F
10302,2021-06-28,Paid Ads,Jun-21,CAMP_00021,North,Mobile,,Inactive,1993-08-16,F
10303,2021-06-12,Influencer,Jun-21,CAMP_00024,South,Web,2021-06-14,Active,1978-02-15,M
10304,2021-06-13,Organic,Jun-21,CAMP_00022,North,Web,2021-06-15,Inactive,1990-06-17,F
10305,2021-06-11,Influencer,Jun-21,CAMP_00024,Tier2,Web,2021-06-18,Inactive,1991-01-18,F
10306,2021-06-21,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-28,Inactive,1984-10-18,M
10307,2021-06-17,Organic,Jun-21,CAMP_00022,South,Mobile,2021-07-07,Inactive,1990-03-12,M
10308,2021-06-06,Influencer,Jun-21,CAMP_00024,West,Mobile,2021-06-07,Inactive,1983-03-04,Other
10309,2021-06-15,Organic,Jun-21,CAMP_00022,South,Mobile,2021-07-21,Inactive,1987-05-06,M
10310,2021-06-27,Organic,Jun-21,CAMP_00022,West,Mobile,2021-07-01,Active,1990-01-18,M
10311,2021-06-08,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-09,Inactive,1989-04-10,M
10312,2021-06-14,Influencer,Jun-21,CAMP_00024,Tier2,Mobile,2021-06-24,Inactive,1990-01-28,F
10313,2021-06-04,Organic,Jun-21,CAMP_00022,North,Web,2021-06-22,Active,1981-06-02,F
10314,2021-06-06,Influencer,Jun-21,CAMP_00024,East,Web,,Active,1989-04-17,M
10315,2021-06-12,Paid Ads,Jun-21,CAMP_00021,South,Mobile,,Inactive,1997-11-11,M
10316,2021-06-27,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-28,Inactive,1985-05-01,M
10317,2021-06-16,Paid Ads,Jun-21,CAMP_00021,South,Web,,Inactive,1994-02-20,M
10318,2021-06-10,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-16,Inactive,1995-04-14,M
10319,2021-06-22,Influencer,Jun-21,CAMP_00024,North,Web,2021-07-05,Inactive,1988-01-05,M
10320,2021-06-17,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-22,Inactive,1991-10-08,F
10321,2021-06-07,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-09,Inactive,1976-11-15,F
10322,2021-06-03,Influencer,Jun-21,CAMP_00024,South,Web,2021-06-06,Inactive,1993-10-31,M
10323,2021-06-02,Organic,Jun-21,CAMP_00022,North,Web,,Inactive,1983-11-22,M
10324,2021-06-09,Referral,Jun-21,CAMP_00023,North,Web,2021-06-18,Active,1994-07-04,F
10325,2021-06-18,Influencer,Jun-21,CAMP_00024,West,Mobile,2021-06-22,Inactive,1997-03-21,F
10326,2021-06-11,Organic,Jun-21,CAMP_00022,South,Web,2021-06-13,Inactive,1987-09-29,F
10327,2021-06-16,Paid Ads,Jun-21,CAMP_00021,East,Mobile,,Inactive,1987-04-28,M
10328,2021-06-01,Influencer,Jun-21,CAMP_00024,West,Mobile,,Inactive,1975-03-18,M
10329,2021-06-12,Referral,Jun-21,CAMP_00023,South,Web,2021-06-16,Inactive,1979-04-27,F
10330,2021-06-13,Organic,Jun-21,CAMP_00022,East,Mobile,,Active,1986-05-03,F
10331,2021-06-14,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-18,Inactive,1991-07-04,M
10332,2021-06-01,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-10,Inactive,1988-10-06,M
10333,2021-06-20,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-21,Inactive,1997-06-30,Other
10334,2021-06-27,Organic,Jun-21,CAMP_00022,Tier2,Web,2021-07-03,Inactive,1971-11-29,F
10335,2021-06-19,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-06-29,Inactive,1986-01-05,M
10336,2021-06-15,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-18,Inactive,1994-09-23,M
10337,2021-06-06,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-07,Inactive,1996-11-10,M
10338,2021-06-27,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-06-28,Inactive,1981-04-11,M
10339,2021-06-10,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-19,Inactive,1985-02-06,M
10340,2021-06-11,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-13,Active,1984-12-10,F
10341,2021-06-27,Referral,Jun-21,CAMP_00023,East,Web,2021-07-01,Active,1984-03-12,F
10342,2021-06-25,Organic,Jun-21,CAMP_00022,West,Mobile,2021-07-09,Inactive,1992-06-27,F
10343,2021-06-08,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-19,Inactive,1982-08-19,F
10344,2021-06-16,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-19,Inactive,1973-11-12,F
10345,2021-06-24,Organic,Jun-21,CAMP_00022,South,Mobile,2021-07-09,Active,1970-03-21,M
10346,2021-06-01,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-07-03,Active,1990-09-04,F
10347,2021-06-09,Influencer,Jun-21,CAMP_00024,East,Web,,Inactive,1985-10-04,M
10348,2021-06-01,Referral,Jun-21,CAMP_00023,East,Mobile,2021-06-02,Active,1993-07-24,M
10349,2021-06-07,Referral,Jun-21,CAMP_00023,Tier2,Web,,Active,1977-07-25,M
10350,2021-06-17,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-21,Inactive,1992-01-02,M
10351,2021-06-06,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-15,Inactive,1970-04-01,M
10352,2021-06-02,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-12,Inactive,1982-10-13,M
10353,2021-06-10,Referral,Jun-21,CAMP_00023,North,Web,2021-06-13,Inactive,1979-02-22,M
10354,2021-06-11,Referral,Jun-21,CAMP_00023,South,Mobile,2021-06-15,Inactive,1988-07-05,F
10355,2021-06-13,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-24,Inactive,1975-02-15,M
10356,2021-06-21,Influencer,Jun-21,CAMP_00024,South,Web,2021-06-27,Inactive,1995-11-12,F
10357,2021-06-15,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-07-02,Inactive,1991-10-08,M
10358,2021-06-25,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-07-03,Inactive,1981-10-20,M
10359,2021-06-09,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-10,Inactive,1987-06-09,M
10360,2021-06-27,Referral,Jun-21,CAMP_00023,West,Web,2021-06-30,Inactive,1979-07-29,F
10361,2021-06-15,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-19,Inactive,1994-08-02,F
10362,2021-06-04,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-10,Inactive,1977-10-07,F
10363,2021-06-02,Influencer,Jun-21,CAMP_00024,North,Mobile,2021-06-14,Inactive,1987-02-22,F
10364,2021-06-27,Organic,Jun-21,CAMP_00022,North,Web,2021-06-28,Inactive,1996-11-07,F
10365,2021-06-26,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-30,Inactive,1974-09-28,M
10366,2021-06-16,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-30,Inactive,1987-07-19,F
10367,2021-06-23,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-28,Active,1987-06-26,F
10368,2021-06-14,Organic,Jun-21,CAMP_00022,Tier2,Mobile,,Inactive,1981-07-11,M
10369,2021-06-24,Organic,Jun-21,CAMP_00022,South,Mobile,2021-07-01,Inactive,1989-08-05,M
10370,2021-06-27,Referral,Jun-21,CAMP_00023,Tier2,Mobile,2021-07-30,Inactive,1991-08-23,F
10371,2021-06-30,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-07-04,Inactive,1994-09-09,M
10372,2021-06-12,Organic,Jun-21,CAMP_00022,West,Web,2021-06-13,Inactive,1993-11-05,F
10373,2021-06-26,Influencer,Jun-21,CAMP_00024,Tier2,Mobile,2021-07-04,Inactive,1975-02-08,M
10374,2021-06-04,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-07,Inactive,1986-07-23,F
10375,2021-06-14,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-23,Inactive,1979-01-09,M
10376,2021-06-19,Organic,Jun-21,CAMP_00022,Tier2,Mobile,2021-06-22,Active,1995-10-03,M
10377,2021-06-07,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-11,Inactive,1989-08-18,M
10378,2021-06-15,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-06-19,Inactive,1996-11-12,M
10379,2021-06-03,Paid Ads,Jun-21,CAMP_00021,Tier2,Web,2021-06-08,Inactive,1984-04-24,M
10380,2021-06-05,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-18,Inactive,1999-10-27,F
10381,2021-06-21,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-22,Inactive,1973-04-05,F
10382,2021-06-17,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-21,Inactive,1983-08-07,M
10383,2021-06-26,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-27,Active,1971-01-06,F
10384,2021-06-29,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-30,Inactive,1980-02-29,F
10385,2021-06-06,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-16,Inactive,1973-04-30,M
10386,2021-06-26,Referral,Jun-21,CAMP_00023,North,Mobile,2021-07-16,Active,1995-03-13,F
10387,2021-06-09,Organic,Jun-21,CAMP_00022,Tier2,Mobile,2021-06-13,Inactive,1983-04-01,M
10388,2021-06-29,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-02,Inactive,1975-03-10,M
10389,2021-06-14,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-17,Inactive,1988-09-07,M
10390,2021-06-24,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-25,Inactive,2000-07-14,F
10391,2021-06-21,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-25,Active,1987-04-22,F
10392,2021-06-15,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-16,Active,1975-10-23,M
10393,2021-06-30,Influencer,Jun-21,CAMP_00024,North,Mobile,2021-08-09,Inactive,1988-06-30,M
10394,2021-06-20,Referral,Jun-21,CAMP_00023,East,Mobile,2021-07-12,Inactive,1993-01-16,M
10395,2021-06-20,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-21,Inactive,1986-07-19,M
10396,2021-06-19,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-24,Inactive,1987-04-19,F
10397,2021-06-13,Paid Ads,Jun-21,CAMP_00021,North,Web,,Inactive,1979-07-11,F
10398,2021-06-12,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-17,Inactive,1981-01-18,F
10399,2021-06-23,Organic,Jun-21,CAMP_00022,West,Mobile,,Inactive,1985-12-17,M
10400,2021-06-18,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-26,Inactive,1988-04-07,F
10401,2021-06-12,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-18,Inactive,1989-12-11,F
10402,2021-06-13,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-24,Inactive,1986-05-30,F
10403,2021-06-28,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-07-01,Inactive,1996-05-12,F
10404,2021-06-24,Referral,Jun-21,CAMP_00023,South,Mobile,,Inactive,1976-04-20,M
10405,2021-06-03,Paid Ads,Jun-21,CAMP_00021,East,Web,2021-06-07,Active,1982-02-03,F
10406,2021-06-28,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-29,Inactive,1992-03-26,M
10407,2021-06-24,Organic,Jun-21,CAMP_00022,Tier2,Web,2021-06-27,Active,1989-02-28,F
10408,2021-06-01,Influencer,Jun-21,CAMP_00024,West,Web,2021-06-04,Inactive,1982-07-10,M
10409,2021-06-26,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-07-05,Inactive,1980-01-01,F
10410,2021-06-21,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-23,Active,1984-12-29,F
10411,2021-06-15,Paid Ads,Jun-21,CAMP_00021,South,Mobile,,Active,1983-06-25,M
10412,2021-06-04,Organic,Jun-21,CAMP_00022,West,Web,2021-06-15,Inactive,1984-10-10,F
10413,2021-06-15,Referral,Jun-21,CAMP_00023,East,Mobile,2021-06-18,Inactive,1973-01-02,M
10414,2021-06-21,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-07-01,Inactive,1978-09-19,M
10415,2021-06-24,Influencer,Jun-21,CAMP_00024,East,Web,2021-06-26,Inactive,1988-05-15,F
10416,2021-06-27,Organic,Jun-21,CAMP_00022,East,Mobile,2021-07-02,Inactive,1962-12-16,M
10417,2021-06-06,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-08,Inactive,1989-04-23,M
10418,2021-06-06,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-07,Active,1989-12-23,F
10419,2021-06-03,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-07,Active,1996-12-04,F
10420,2021-06-07,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-09,Inactive,1973-12-20,F
10421,2021-06-13,Paid Ads,Jun-21,CAMP_00021,Tier2,Web,2021-06-15,Inactive,1993-05-07,M
10422,2021-06-02,Referral,Jun-21,CAMP_00023,South,Mobile,2021-06-13,Active,1979-10-26,M
10423,2021-06-21,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-07-05,Inactive,1987-06-11,F
10424,2021-06-22,Paid Ads,Jun-21,CAMP_00021,East,Mobile,,Inactive,1978-12-05,M
10425,2021-06-25,Referral,Jun-21,CAMP_00023,North,Mobile,2021-06-27,Inactive,1975-06-12,M
10426,2021-06-03,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-25,Inactive,1981-02-02,M
10427,2021-06-11,Influencer,Jun-21,CAMP_00024,West,Mobile,2021-06-13,Active,1978-07-19,F
10428,2021-06-30,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-07-01,Inactive,1978-02-21,F
10429,2021-06-30,Influencer,Jun-21,CAMP_00024,North,Web,2021-07-01,Inactive,1984-12-30,F
10430,2021-06-04,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-08,Inactive,1987-06-11,M
10431,2021-06-02,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-10,Inactive,1973-10-03,M
10432,2021-06-02,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-05,Inactive,1990-02-08,M
10433,2021-06-09,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-06-15,Inactive,1997-12-22,F
10434,2021-06-21,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-25,Inactive,1994-05-27,F
10435,2021-06-26,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-07-16,Inactive,1982-12-20,M
10436,2021-06-15,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-24,Active,1961-05-02,M
10437,2021-06-03,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-10,Inactive,1981-07-14,M
10438,2021-06-14,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-06-16,Inactive,1983-05-16,M
10439,2021-06-03,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-22,Inactive,1989-12-25,F
10440,2021-06-09,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-25,Inactive,1985-12-21,F
10441,2021-06-06,Organic,Jun-21,CAMP_00022,North,Mobile,2021-06-20,Inactive,1974-07-24,M
10442,2021-06-12,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-13,Inactive,1969-02-07,F
10443,2021-06-16,Organic,Jun-21,CAMP_00022,Tier2,Mobile,2021-07-06,Inactive,1991-04-16,M
10444,2021-06-30,Influencer,Jun-21,CAMP_00024,South,Mobile,2021-07-08,Inactive,1990-02-26,M
10445,2021-06-09,Influencer,Jun-21,CAMP_00024,North,Web,2021-06-11,Inactive,1986-10-31,F
10446,2021-06-03,Organic,Jun-21,CAMP_00022,West,Mobile,2021-06-05,Inactive,1979-03-24,M
10447,2021-06-16,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-06-19,Inactive,1988-05-04,M
10448,2021-06-29,Paid Ads,Jun-21,CAMP_00021,West,Web,2021-07-05,Inactive,1987-08-05,F
10449,2021-06-08,Organic,Jun-21,CAMP_00022,South,Web,2021-06-09,Active,1983-11-12,F
10450,2021-06-05,Referral,Jun-21,CAMP_00023,North,Mobile,2021-06-07,Inactive,1973-06-09,M
10451,2021-06-24,Organic,Jun-21,CAMP_00022,East,Mobile,2021-07-11,Inactive,1975-09-26,F
10452,2021-06-27,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-02,Inactive,1999-01-20,F
10453,2021-06-09,Influencer,Jun-21,CAMP_00024,Tier2,Web,2021-06-18,Inactive,1972-07-17,M
10454,2021-06-30,Paid Ads,Jun-21,CAMP_00021,North,Web,2021-07-04,Inactive,1983-11-28,M
10455,2021-06-17,Referral,Jun-21,CAMP_00023,Tier2,Mobile,2021-07-09,Inactive,1989-05-26,M
10456,2021-06-15,Organic,Jun-21,CAMP_00022,South,Mobile,2021-06-22,Inactive,1976-02-24,M
10457,2021-06-21,Referral,Jun-21,CAMP_00023,East,Web,2021-06-26,Active,1990-07-06,F
10458,2021-06-20,Paid Ads,Jun-21,CAMP_00021,North,Web,,Inactive,1994-11-10,F
10459,2021-06-13,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-22,Inactive,1978-06-21,F
10460,2021-06-05,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-06-09,Inactive,1980-06-24,Other
10461,2021-06-04,Organic,Jun-21,CAMP_00022,East,Mobile,2021-06-07,Inactive,1989-07-07,F
10462,2021-06-10,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-11,Inactive,1967-11-09,M
10463,2021-06-11,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-12,Inactive,1984-06-25,F
10464,2021-06-25,Organic,Jun-21,CAMP_00022,East,Mobile,2021-07-01,Inactive,1994-09-04,F
10465,2021-06-13,Organic,Jun-21,CAMP_00022,North,Web,2021-06-15,Inactive,1983-09-01,F
10466,2021-06-17,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-18,Inactive,1982-07-29,F
10467,2021-06-11,Referral,Jun-21,CAMP_00023,South,Web,2021-06-20,Inactive,1985-08-06,F
10468,2021-06-17,Paid Ads,Jun-21,CAMP_00021,South,Web,2021-06-26,Inactive,1993-07-20,F
10469,2021-06-08,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-10,Inactive,1990-11-13,Other
10470,2021-06-14,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-06-29,Inactive,1983-01-09,M
10471,2021-06-30,Organic,Jun-21,CAMP_00022,West,Mobile,2021-07-14,Inactive,1994-06-25,F
10472,2021-06-14,Influencer,Jun-21,CAMP_00024,South,Web,,Inactive,1989-11-26,M
10473,2021-06-01,Organic,Jun-21,CAMP_00022,Tier2,Mobile,2021-06-07,Inactive,1997-09-20,F
10474,2021-06-27,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-29,Inactive,1997-12-11,M
10475,2021-06-03,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-06-10,Inactive,1992-02-09,F
10476,2021-06-08,Paid Ads,Jun-21,CAMP_00021,South,Mobile,,Inactive,1993-02-02,F
10477,2021-06-18,Organic,Jun-21,CAMP_00022,Tier2,Web,2021-06-27,Inactive,1991-01-05,F
10478,2021-06-05,Paid Ads,Jun-21,CAMP_00021,Tier2,Web,2021-06-29,Inactive,1982-07-29,F
10479,2021-06-28,Paid Ads,Jun-21,CAMP_00021,West,Web,2021-07-02,Inactive,1987-07-08,M
10480,2021-06-10,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-06-15,Inactive,1992-08-31,M
10481,2021-06-16,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,,Active,1969-02-25,M
10482,2021-06-30,Paid Ads,Jun-21,CAMP_00021,East,Mobile,2021-07-04,Inactive,1983-09-12,M
10483,2021-06-05,Referral,Jun-21,CAMP_00023,West,Mobile,2021-06-11,Inactive,1986-04-08,M
10484,2021-06-20,Organic,Jun-21,CAMP_00022,North,Web,2021-06-28,Inactive,1980-10-28,F
10485,2021-06-09,Influencer,Jun-21,CAMP_00024,East,Mobile,2021-06-13,Active,1974-05-01,M
10486,2021-06-16,Paid Ads,Jun-21,CAMP_00021,West,Mobile,,Active,1981-11-26,M
10487,2021-06-04,Referral,Jun-21,CAMP_00023,Tier2,Mobile,2021-06-16,Active,1981-12-17,F
10488,2021-06-16,Referral,Jun-21,CAMP_00023,East,Mobile,2021-07-01,Inactive,1996-11-16,F
10489,2021-06-26,Referral,Jun-21,CAMP_00023,North,Mobile,2021-07-02,Inactive,1990-12-30,F
10490,2021-06-21,Organic,Jun-21,CAMP_00022,West,Mobile,2021-07-03,Active,1989-10-22,M
10491,2021-06-16,Organic,Jun-21,CAMP_00022,North,Web,,Active,1997-01-02,F
10492,2021-06-26,Referral,Jun-21,CAMP_00023,West,Mobile,2021-07-01,Inactive,1983-05-31,M
10493,2021-06-09,Influencer,Jun-21,CAMP_00024,South,Web,,Inactive,1986-10-24,F
10494,2021-06-23,Paid Ads,Jun-21,CAMP_00021,South,Mobile,2021-07-11,Inactive,1981-11-23,Other
10495,2021-06-14,Organic,Jun-21,CAMP_00022,Tier2,Mobile,,Inactive,1990-12-15,F
10496,2021-06-21,Paid Ads,Jun-21,CAMP_00021,West,Mobile,2021-06-23,Active,1983-04-28,M
10497,2021-06-04,Influencer,Jun-21,CAMP_00024,West,Mobile,2021-06-10,Inactive,1991-08-12,M
10498,2021-06-05,Influencer,Jun-21,CAMP_00024,North,Web,2021-07-01,Inactive,1980-03-14,F
10499,2021-06-08,Paid Ads,Jun-21,CAMP_00021,Tier2,Mobile,2021-06-29,Active,1998-01-06,F
10500,2021-06-09,Referral,Jun-21,CAMP_00023,Tier2,Mobile,2021-07-03,Inactive,1987-06-10,F
10501,2021-06-24,Paid Ads,Jun-21,CAMP_00021,North,Mobile,2021-07-07,Inactive,1967-08-17,F
